1,114,suspect,疑う
1,115,tear,引き裂く
1,116,throw,投げる
1,117,train,訓練する
1,118,transport,輸送する
1,119,trust,信頼する
1,120,understand,理解する
1,121,visit,訪れる
1,122,warn,警告する
1,123,waste,浪費する
1,124,win,勝つ
1,125,wonder,不思議に思う
1,126,accept,受け入れる
1,127,achieve,達成する
1,128,adapt,適応する
1,129,admit,認める
1,130,affect,影響を与える
1,131,afford,余裕がある
1,132,announce,発表する
1,133,appreciate,感謝する
1,134,approach,近づく
1,135,approve,承認する
1,136,arrive,到着する
1,137,assist,手伝う
1,138,assume,仮定する
1,139,attract,引きつける
1,140,balance,均衡を保つ
1,141,ban,禁止する
1,142,beat,打ち負かす
1,143,benefit,利益を得る
1,144,blame,非難する
1,145,bleed,出血する
1,146,boil,沸騰する
1,147,book,予約する
1,148,broadcast,放送する
1,149,calculate,計算する
1,150,care,気にかける
1,151,carry,運ぶ
1,152,challenge,挑戦する
1,153,charge,請求する
1,154,check,確認する
1,155,cheer,応援する
1,156,claim,主張する
1,157,combine,結合する
1,158,comfort,慰める
1,159,command,命令する
1,160,comment,コメントする
1,161,commit,犯す／取り組む
1,162,compete,競争する
1,163,concentrate,集中する
1,164,confuse,混乱させる
1,165,construct,建設する
1,166,consume,消費する
1,167,contact,連絡する
1,168,contribute,貢献する
1,169,convince,納得させる
1,170,cook,料理する
1,171,copy,写す
1,172,correct,訂正する
1,173,crash,衝突する
1,174,criticize,批判する
1,175,damage,損害を与える
1,176,debate,討論する
1,177,declare,宣言する
1,178,delay,遅らせる
1,179,deliver,配達する
1,180,deny,否定する
1,181,depend,依存する
1,182,desire,望む
1,183,devote,捧げる
1,184,disappear,消える
1,185,display,展示する
1,186,disturb,邪魔する
1,187,donate,寄付する
1,188,drag,引きずる
1,189,educate,教育する
1,190,embarrass,恥をかかせる
1,191,employ,雇う
1,192,enable,可能にする
1,193,entertain,楽しませる
1,194,escape,逃げる
1,195,examine,調べる
1,196,exchange,交換する
1,197,excite,興奮させる
1,198,expand,拡大する
1,199,expect,期待する
1,200,experience,経験する
1,201,expose,さらす
1,202,extend,延長する
1,203,face,直面する
1,204,fail,失敗する
1,205,feature,特徴づける
1,206,flow,流れる
1,207,freeze,凍る
1,208,generate,生み出す
1,209,handle,扱う
1,210,identify,識別する
1,211,impress,感動させる
1,212,inform,知らせる
1,213,injure,傷つける
1,214,insist,主張する
1,215,interrupt,邪魔する
1,216,introduce,紹介する
1,217,investigate,調査する
1,218,invite,招待する
1,219,judge,判断する
1,220,knock,ノックする
1,221,limit,制限する
1,222,maintain,維持する
1,223,manage,管理する
1,224,mention,言及する
1,225,object,反対する
1,226,observe,観察する
1,227,obtain,得る
1,228,occur,起こる
1,229,offer,申し出る
1,230,operate,操作する
1,231,organize,整理する
1,232,overcome,克服する
1,233,participate,参加する
1,234,permit,許可する
1,235,persuade,説得する
1,236,possess,所有する
1,237,prefer,好む
1,238,prepare,準備する
1,239,press,押す
1,240,pretend,ふりをする
1,241,prevent,防ぐ
1,242,produce,生産する
1,243,progress,進歩する
1,244,promise,約束する
1,245,propose,提案する
1,246,protect,守る
1,247,prove,証明する
1,248,provide,提供する
1,249,publish,出版する
1,250,realize,気づく
1,251,receive,受け取る
1,252,recognize,認識する
1,253,reduce,減らす
1,254,refer,言及する
1,255,reflect,反映する
1,256,refuse,断る
1,257,regret,後悔する
1,258,relate,関係する
1,259,release,解放する
1,260,remain,残る
1,261,remove,取り除く
1,262,repair,修理する
1,263,repeat,繰り返す
1,264,replace,取り替える
1,265,reply,返事する
1,266,report,報告する
1,267,require,必要とする
1,268,respond,返答する
1,269,retire,引退する
1,270,return,戻る
1,271,review,見直す
1,272,rise,上がる
1,273,save,節約する
1,274,search,探す
1,275,select,選ぶ
1,276,serve,仕える
1,277,share,共有する
1,278,solve,解決する
1,279,suggest,提案する
1,280,support,支援する
1,281,survive,生き残る
1,282,suspect,疑う
1,283,tear,引き裂く
1,284,throw,投げる
1,285,train,訓練する
1,286,transport,輸送する
1,287,trust,信頼する
1,288,understand,理解する
1,289,visit,訪れる
1,290,warn,警告する
1,291,waste,浪費する
1,292,win,勝つ
1,293,wonder,不思議に思う
1,294,aim,狙う
1,295,arrange,整える
1,296,attach,取り付ける
1,297,attract,引きつける
1,298,celebrate,祝う
1,299,compete,競争する
1,300,contribute,貢献する
